date,new_cases,people_fully_vaccinated
28.07.21,1527,6893470
28.07.21,15883,6352840
28.07.21,0,30648
28.07.21,253,3656540
28.07.21,552,4554161
28.07.21,750,1982925
28.07.21,2059,6612415
28.07.21,16230,4298351
28.07.21,216,984573
28.07.21,115,1049663
28.07.21,86,49042
28.07.21,905,1502696
28.07.21,47049,39603390
28.07.21,5,74877
28.07.21,0,26107
28.07.21,1,460221
28.07.21,796,21783373
28.07.21,771,4335188
28.07.21,827,12403609
28.07.21,9364,11759641
28.07.21,9323,2560173
28.07.21,69,81900
28.07.21,791,446017
28.07.21,253,4770062
28.07.21,3051,42660858
28.07.21,1284,3067698
28.07.21,316,4139202
28.07.21,0,2304523
28.07.21,27149,26694887
28.07.21,174,557648
28.07.21,27781,31517503
28.07.21,1,29003
28.07.21,25512,37759143
28.07.21,82,287335
28.07.21,2870,5034742
28.07.21,16,22697
28.07.21,3575,321709
28.07.21,0,133987
28.07.21,1,2332258
28.07.21,198,1410550
28.07.21,82,341
28.07.21,74,5418198
28.07.21,47791,19103162
28.07.21,144,58383
28.07.21,43509,98160986
28.07.21,1301,2779905
28.07.21,2328,5372882
28.07.21,5693,30660434
28.07.21,,67799
28.07.21,9628,35652294
28.07.21,7741,3436617
28.07.21,1006,640450
28.07.21,996,114178
28.07.21,766,4626648
28.07.21,4,19660
28.07.21,1672,7165509
28.07.21,1224,802678
28.07.21,8,24171
28.07.21,2,18979
28.07.21,1940,1886930
28.07.21,345,1233431
28.07.21,78,674344
28.07.21,0,217975
28.07.21,9428,10015447
28.07.21,166,469986
28.07.21,141,263067
28.07.21,19028,24856170
28.07.21,47,361431
28.07.21,91,375373
28.07.21,144,151336
28.07.21,1231,1965699
28.07.21,629,93471
28.07.21,17405,6279555
28.07.21,277,47161
28.07.21,171,1795291
28.07.21,2634,1503312
28.07.21,3,713618
28.07.21,48683,22035180
28.07.21,273787,267929034
28.07.21,82754,214699142
28.07.21,134435,290061061
28.07.21,203599,535488561
28.07.21,58,124226
28.07.21,6171,1746692
28.07.21,196725,172430933
28.07.21,111178,225791279
28.07.21,1470,4669484
28.07.21,77476,82772065
28.07.21,240528,183580612
28.07.21,647052,893258103
28.07.21,969,689457
28.07.21,1502,5023208
28.07.21,138,17225194
28.07.21,3452,5817596
28.07.21,664,322495
28.07.21,225,1701868
28.07.21,159,4834109
28.07.21,21870,23656647
28.07.21,1334,7421540
28.07.21,136,3153665
28.07.21,280,1457048
28.07.21,332,2683505
28.07.21,90,55782
28.07.21,84,826037
28.07.21,16533,3732759
28.07.21,81,40450
28.07.21,243,186690
28.07.21,22291,25566171
28.07.21,20,315601
28.07.21,1267,1875753
28.07.21,183,2208119
28.07.21,73145,167857329
28.07.21,6519,496630
28.07.21,476,118083
28.07.21,1856,730398
29.07.21,63,64547
29.07.21,47,519013
29.07.21,1550,6913213
29.07.21,14115,6532982
29.07.21,7,30704
29.07.21,183,3762007
29.07.21,503,4591946
29.07.21,615,2020534
29.07.21,1862,6737435
29.07.21,15271,4306386
29.07.21,231,991535
29.07.21,128,1051287
29.07.21,45,49681
29.07.21,1029,1563658
29.07.21,41321,40360686
29.07.21,1,75779
29.07.21,0,27508
29.07.21,912,22013722
29.07.21,827,4355641
29.07.21,1371,12485346
29.07.21,0,66027
29.07.21,9690,11892153
29.07.21,0,47411
29.07.21,769,449525
29.07.21,202,4812025
29.07.21,2774,43135881
29.07.21,848,3106817
29.07.21,365,4174568
29.07.21,4953,2364819
29.07.21,26689,26933847
29.07.21,220,560145
29.07.21,25190,31807750
29.07.21,30724,37939061
29.07.21,2796,153128
29.07.21,30,39106
29.07.21,0,127055
29.07.21,2694,5075546
29.07.21,9,23488
29.07.21,3336,326960
29.07.21,138,138624
29.07.21,2,2362206
29.07.21,77,341
29.07.21,65,5428980
29.07.21,43479,19669222
29.07.21,44230,99893015
29.07.21,1361,2804667
29.07.21,1823,5386987
29.07.21,6167,31022823
29.07.21,1008,2212826
29.07.21,10752,36381410
29.07.21,7778,3535508
29.07.21,1068,652393
29.07.21,930,115566
29.07.21,765,4670954
29.07.21,1707,7210477
29.07.21,1104,821661
29.07.21,30,24418
29.07.21,2,18980
29.07.21,2370,1994384
29.07.21,410,1239387
29.07.21,67,677287
29.07.21,0,220753
29.07.21,8995,10094160
29.07.21,19223,25205090
29.07.21,54,372257
29.07.21,95,379016
29.07.21,146,152293
29.07.21,401,15293
29.07.21,17170,6498192
29.07.21,326,48069
29.07.21,586,1822124
29.07.21,2335,1548803
29.07.21,3,725615
29.07.21,47636,22487338
29.07.21,272381,274587359
29.07.21,79735,216579297
29.07.21,138112,292680761
29.07.21,205546,539484553
29.07.21,72,130511
29.07.21,5430,1746998
29.07.21,196003,176842122
29.07.21,110481,226683187
29.07.21,1729,4786948
29.07.21,74996,84126121
29.07.21,238354,187266736
29.07.21,645349,905351714
29.07.21,1022,691399
29.07.21,722,5072732
29.07.21,5620,7835715
29.07.21,165,17316491
29.07.21,3009,5876834
29.07.21,537,332065
29.07.21,158,1707642
29.07.21,170,4845121
29.07.21,22720,24061918
29.07.21,0,7700888
29.07.21,133,3205715
29.07.21,0,1473747
29.07.21,292,2688949
29.07.21,100,56684
29.07.21,99,832282
29.07.21,0,7535
29.07.21,17669,3786244
29.07.21,233,189273
29.07.21,22161,26437993
29.07.21,18,342800
29.07.21,1396,1938992
29.07.21,211,2224597
29.07.21,72829,168105164
29.07.21,9765,546402
29.07.21,13626,2835930
29.07.21,708,130293
29.07.21,2089,751507
30.07.21,67,64811
30.07.21,0,8765
30.07.21,37,525215
30.07.21,13483,6716433
30.07.21,221,3865785
30.07.21,514,4639862
30.07.21,668,2057717
30.07.21,1764,6855750
30.07.21,13862,4306386
30.07.21,346,998088
30.07.21,106,1052384
30.07.21,132,43943
30.07.21,49,51220
30.07.21,0,40997
30.07.21,0,1613610
30.07.21,40378,41116889
30.07.21,14,76247
30.07.21,3,27704
30.07.21,0,127362
30.07.21,910,22232428
30.07.21,800,4375912
30.07.21,1341,12553813
30.07.21,8736,2620050
30.07.21,74,82077
30.07.21,2,47747
30.07.21,210,4854595
30.07.21,2592,43540744
30.07.21,0,19661
30.07.21,1085,3141604
30.07.21,331,4205772
30.07.21,871,2421414
30.07.21,197,562777
30.07.21,24309,32125398
30.07.21,29294,38110157
30.07.21,25,39119
30.07.21,163,338136
30.07.21,2843,5118376
30.07.21,0,16236
30.07.21,1,25726
30.07.21,3394,333848
30.07.21,86,138624
30.07.21,2,2400817
30.07.21,170,1425255
30.07.21,0,341
30.07.21,41168,20146421
30.07.21,0,58548
30.07.21,41649,101698166
30.07.21,1501,2817846
30.07.21,125,254443
30.07.21,2280,5397777
30.07.21,6613,31353573
30.07.21,760,2219380
30.07.21,10831,37097882
30.07.21,8304,3632067
30.07.21,945,654270
30.07.21,958,116380
30.07.21,668,4729605
30.07.21,1539,7272361
30.07.21,923,832531
30.07.21,14,24602
30.07.21,0,18981
30.07.21,2460,2063809
30.07.21,377,1246092
30.07.21,82,680969
30.07.21,0,223784
30.07.21,9128,10111985
30.07.21,20,19255
30.07.21,154,488021
30.07.21,107,264913
30.07.21,19346,25511123
30.07.21,74,381182
30.07.21,111,380927
30.07.21,143,153029
30.07.21,1294,1979862
30.07.21,0,1337
30.07.21,668,133032
30.07.21,16840,6701247
30.07.21,533,48814
30.07.21,344,1833189
30.07.21,0,736264
30.07.21,43023,22627623
30.07.21,257549,279312998
30.07.21,76091,218126164
30.07.21,133320,295189582
30.07.21,317520,543068246
30.07.21,70,137445
30.07.21,6206,1837360
30.07.21,182596,179483323
30.07.21,229796,227619557
30.07.21,1385,4901375
30.07.21,67186,85391576
30.07.21,225935,190642477
30.07.21,732283,915042711
30.07.21,915,694328
30.07.21,0,5201275
30.07.21,156,17398999
30.07.21,2595,5934918
30.07.21,390,338673
30.07.21,172,1724741
30.07.21,153,4857069
30.07.21,23016,24709475
30.07.21,0,7888797
30.07.21,139,3271622
30.07.21,561,1487461
30.07.21,353,2696844
30.07.21,69,58081
30.07.21,116,837563
30.07.21,,21104
30.07.21,17345,3851453
30.07.21,310,191881
30.07.21,22083,27133225
30.07.21,25,381041
30.07.21,1510,2000853
30.07.21,177,2238836
30.07.21,190580,168391623
30.07.21,3,9909
30.07.21,0,11438
30.07.21,7717,588893
30.07.21,956,140409
30.07.21,1834,767930
31.07.21,79,65716
31.07.21,45,528718
31.07.21,1537,6972665
31.07.21,10356,6911893
31.07.21,253,3927056
31.07.21,538,4671268
31.07.21,633,2092231
31.07.21,0,6926751
31.07.21,9369,4329044
31.07.21,182,999878
31.07.21,106,1055185
31.07.21,163,46793
31.07.21,1548,1627394
31.07.21,35088,41507968
31.07.21,11,76248
31.07.21,1,29170
31.07.21,436,22387511
31.07.21,0,4383116
31.07.21,1142,12563971
31.07.21,9029,12179103
31.07.21,8875,2655387
31.07.21,58,82446
31.07.21,147,4874131
31.07.21,1806,43688722
31.07.21,739,3161649
31.07.21,395,4215901
31.07.21,828,2463878
31.07.21,249,564315
31.07.21,23689,32316871
31.07.21,25760,38322171
31.07.21,3196,157754
31.07.21,2752,5165666
31.07.21,2956,335634
31.07.21,0,2435896
31.07.21,218,1431898
31.07.21,37284,20534823
31.07.21,0,59075
31.07.21,1427,2827391
31.07.21,2675,5401296
31.07.21,6509,31632544
31.07.21,562,2225216
31.07.21,12422,37839052
31.07.21,0,3730920
31.07.21,919,116456
31.07.21,658,4783561
31.07.21,4,19768
31.07.21,1442,7287050
31.07.21,380,988156
31.07.21,984,833450
31.07.21,29,24775
31.07.21,0,18981
31.07.21,2150,2134106
31.07.21,402,1249975
31.07.21,64,682951
31.07.21,0,226851
31.07.21,7529,10124505
31.07.21,122,493746
31.07.21,123,268244
31.07.21,18809,25727786
31.07.21,81,390562
31.07.21,94,382255
31.07.21,142,153828
31.07.21,538,138134
31.07.21,17786,6908871
31.07.21,493,49274
31.07.21,2925,9285391
31.07.21,156,1834009
31.07.21,2280,1745903
31.07.21,3,745340
31.07.21,35914,22665631
31.07.21,242669,282123705
31.07.21,46291,219763381
31.07.21,98895,297672850
31.07.21,139596,546459897
31.07.21,92,146215
31.07.21,5472,1842462
31.07.21,165303,180634091
31.07.21,75395,228225228
31.07.21,1594,4971722
31.07.21,62414,86551838
31.07.21,206510,193263219
31.07.21,516929,922210974
31.07.21,1195,695617
31.07.21,2798,5418023
31.07.21,153,17470071
31.07.21,2590,5994565
31.07.21,303,339013
31.07.21,162,1726939
31.07.21,156,4864843
31.07.21,23264,25280451
31.07.21,3622,8081320
31.07.21,120,3335013
31.07.21,298,2700275
31.07.21,136,838787
31.07.21,18912,3883058
31.07.21,254,194710
31.07.21,22332,27355633
31.07.21,1459,2023755
31.07.21,153,2242115
31.07.21,41915,168569772
31.07.21,8938,620611
31.07.21,720,149016
31.07.21,1370,779249
01.08.21,35,65718
01.08.21,40,530322
01.08.21,0,35573
01.08.21,6083,7056120
01.08.21,229,51605
01.08.21,229,3964723
01.08.21,452,4696808
01.08.21,671,2117301
01.08.21,0,6936944
01.08.21,14844,4338165
01.08.21,94,1001143
01.08.21,117,1057053
01.08.21,958,980867
01.08.21,393,1644738
01.08.21,20353,41599313
01.08.21,17,76546
01.08.21,3,473483
01.08.21,360,22511850
01.08.21,0,4384257
01.08.21,1171,12564407
01.08.21,9094,12252821
01.08.21,9747,2680468
01.08.21,118,4890309
01.08.21,1553,43775126
01.08.21,893,3180844
01.08.21,362,4219737
01.08.21,226,2510904
01.08.21,49,1786973
01.08.21,0,27262062
01.08.21,128,565716
01.08.21,519,1968905
01.08.21,19714,32367695
01.08.21,24141,38440215
01.08.21,2654,161542
01.08.21,113,339562
01.08.21,1603,5167260
01.08.21,1142,338122
01.08.21,3,2462979
01.08.21,143,1433563
01.08.21,0,5443749
01.08.21,30738,20673079
01.08.21,40134,104229053
01.08.21,1098,2843549
01.08.21,1783,5404631
01.08.21,5320,31817564
01.08.21,,68733
01.08.21,1041,2260376
01.08.21,10248,38346349
01.08.21,15738,3799879
01.08.21,467,662089
01.08.21,954,117311
01.08.21,671,4847246
01.08.21,1215,7288429
01.08.21,1147,834680
01.08.21,3,18981
01.08.21,2537,2154206
01.08.21,198,1252391
01.08.21,36,683771
01.08.21,0,229139
01.08.21,6189,10129424
01.08.21,71,495051
01.08.21,115,271552
01.08.21,6740,25792543
01.08.21,80,382825
01.08.21,165,154265
01.08.21,0,1983005
01.08.21,284,139581
01.08.21,17150,7094473
01.08.21,363,49356
01.08.21,226,1834171
01.08.21,1981,1813471
01.08.21,4,750019
01.08.21,34210,22833346
01.08.21,255765,286381979
01.08.21,37669,221094596
01.08.21,87147,299446175
01.08.21,124818,549052557
01.08.21,3580,1845335
01.08.21,169271,183727734
01.08.21,62648,228545090
01.08.21,865,5014068
01.08.21,40448,87084156
01.08.21,183411,194667883
01.08.21,481101,929304814
01.08.21,820,696945
01.08.21,1808,5574605
01.08.21,90,17498174
01.08.21,310,339033
01.08.21,151,1738890
01.08.21,152,4869906
01.08.21,22264,25466493
01.08.21,1084,8343671
01.08.21,121,3390671
01.08.21,51,59688
01.08.21,68,2120859
01.08.21,58,838796
01.08.21,0,4329286
01.08.21,18027,3911439
01.08.21,68,56301
01.08.21,119,195070
01.08.21,20890,27472822
01.08.21,14,388487
01.08.21,1024,2034113
01.08.21,52,2242128
01.08.21,42888,168667145
01.08.21,7447,659064
01.08.21,477,153597
02.08.21,42,65875
02.08.21,25,534823
02.08.21,1537,6992326
02.08.21,11183,7157189
02.08.21,0,30928
02.08.21,224,4061924
02.08.21,364,4720976
02.08.21,431,2117496
02.08.21,4303,7024895
02.08.21,15989,4349660
02.08.21,393,1006173
02.08.21,98,1058710
02.08.21,639,1691896
02.08.21,18875,42147735
02.08.21,10,76554
02.08.21,1,31680
02.08.21,6,473715
02.08.21,8530,128738
02.08.21,215,22593297
02.08.21,2019,4398773
02.08.21,910,12589145
02.08.21,6636,12377173
02.08.21,9279,2682722
02.08.21,1,47946
02.08.21,277,459581
02.08.21,75,4927864
02.08.21,1520,44010537
02.08.21,785,3221533
02.08.21,393,4250852
02.08.21,0,2612934
02.08.21,55939,27437503
02.08.21,86,568528
02.08.21,1100,144194
02.08.21,8160,32609330
02.08.21,21687,38566407
02.08.21,31,128438
02.08.21,2154,5198378
02.08.21,0,26090
02.08.21,632,346023
02.08.21,3,2495548
02.08.21,29,1493859
02.08.21,80,341
02.08.21,155,5453177
02.08.21,22404,20934425
02.08.21,579,59498
02.08.21,1352,2869857
02.08.21,37189,2773061
02.08.21,3849,5407746
02.08.21,3185,32143337
02.08.21,8478,38813008
02.08.21,7527,3837063
02.08.21,591,662437
02.08.21,897,120236
02.08.21,560,4940739
02.08.21,1201,7326179
02.08.21,597,854534
02.08.21,2,18981
02.08.21,2420,2254887
02.08.21,230,1262047
02.08.21,26,686334
02.08.21,0,231182
02.08.21,4206,10283660
02.08.21,118,499614
02.08.21,86,274949
02.08.21,6506,25808916
02.08.21,64,385049
02.08.21,92,154438
02.08.21,3074,1986944
02.08.21,356,140328
02.08.21,15764,7346679
02.08.21,157,49554
02.08.21,0,61569
02.08.21,,1150
02.08.21,412,1843314
02.08.21,2279,2000211
02.08.21,0,759464
02.08.21,34467,23160177
02.08.21,229020,290430050
02.08.21,83127,222710978
02.08.21,133378,301363667
02.08.21,238575,552193248
02.08.21,4464,1846082
02.08.21,150785,186581053
02.08.21,134408,228932321
02.08.21,1813,5196017
02.08.21,40900,88225822
02.08.21,180162,196675242
02.08.21,574003,937308054
02.08.21,337,699246
02.08.21,,36
02.08.21,1244,5682860
02.08.21,8073,9115963
02.08.21,57,17287
02.08.21,91,17538257
02.08.21,1190,6230708
02.08.21,333,410086
02.08.21,432,73724
02.08.21,150,1754762
02.08.21,137,4878971
02.08.21,22969,25553275
02.08.21,0,8611323
02.08.21,111,3447637
02.08.21,0,10975
02.08.21,878,1497789
02.08.21,37,61213
02.08.21,31,841773
02.08.21,408,27674
02.08.21,17970,3991348
02.08.21,,18712
02.08.21,109,195086
02.08.21,22898,27655792
02.08.21,14,403785
02.08.21,804,2088930
02.08.21,146,2255192
02.08.21,112414,168901668
02.08.21,863,1232807
02.08.21,6,9930
02.08.21,0,712864
02.08.21,0,4638
02.08.21,0,25401
02.08.21,5574,2982952
02.08.21,197,155134
02.08.21,1309,798900
03.08.21,70,66200
03.08.21,100,710113
03.08.21,65,538588
03.08.21,1548,7021985
03.08.21,14850,7358204
03.08.21,253,4174026
03.08.21,390,4761216
03.08.21,931,2147721
03.08.21,1740,7097265
03.08.21,0,21405
03.08.21,15776,4388569
03.08.21,462,1013254
03.08.21,94,1059925
03.08.21,121,52230
03.08.21,727,1727054
03.08.21,32496,42823483
03.08.21,5,76665
03.08.21,0,33690
03.08.21,8,474047
03.08.21,2243,22832510
03.08.21,1059,4416843
03.08.21,605,12615408
03.08.21,0,55854
03.08.21,336,4260
03.08.21,6929,12542092
03.08.21,0,41358
03.08.21,28,21679
03.08.21,9629,2745421
03.08.21,65,82757
03.08.21,493,463108
03.08.21,157,4965959
03.08.21,2547,44397361
03.08.21,810,3264622
03.08.21,190,4282396
03.08.21,104,2736142
03.08.21,20327,27811786
03.08.21,207,571442
03.08.21,23919,32864901
03.08.21,2,30080
03.08.21,0,40925
03.08.21,21693,38709168
03.08.21,4827,171908
03.08.21,3969,5231845
03.08.21,8,26132
03.08.21,2789,350574
03.08.21,120,141628
03.08.21,4,2526107
03.08.21,0,333273
03.08.21,186,1498932
03.08.21,150,341
03.08.21,26,5462987
03.08.21,33900,21436908
03.08.21,110,59863
03.08.21,42625,107195973
03.08.21,884,2888463
03.08.21,3148,5411008
03.08.21,4841,32457968
03.08.21,12101,39260984
03.08.21,7990,3941941
03.08.21,1085,666398
03.08.21,797,131906
03.08.21,577,5067252
03.08.21,1723,7434862
03.08.21,1230,875981
03.08.21,2,18981
03.08.21,2450,2448361
03.08.21,410,1266777
03.08.21,112,689947
03.08.21,4,233203
03.08.21,8760,10574472
03.08.21,161,513094
03.08.21,125,278469
03.08.21,18911,25912407
03.08.21,37,401336
03.08.21,6,55999
03.08.21,69,387400
03.08.21,219,155390
03.08.21,0,1987603
03.08.21,1429,320542
03.08.21,353,18409
03.08.21,0,554031
03.08.21,516,142099
03.08.21,17105,7597688
03.08.21,355,50377
03.08.21,475,1861027
03.08.21,2448,2002703
03.08.21,2,772001
03.08.21,32704,23939509
03.08.21,282732,297165348
03.08.21,69120,224453193
03.08.21,117145,303787298
03.08.21,212863,555736868
03.08.21,110,155907
03.08.21,5348,1859047
03.08.21,191465,192426189
03.08.21,137184,229817838
03.08.21,1854,5320656
03.08.21,59504,89636378
03.08.21,221447,199632494
03.08.21,631123,949667027
03.08.21,932,700225
03.08.21,2207,5784534
03.08.21,6779,10282152
03.08.21,164,17590257
03.08.21,2076,6290675
03.08.21,336,475180
03.08.21,170,1769513
03.08.21,233,4890227
03.08.21,21471,25946109
03.08.21,0,8888419
03.08.21,504,303331
03.08.21,102,3501928
03.08.21,0,1549195
03.08.21,424,2706842
03.08.21,3,11871
03.08.21,110,63218
03.08.21,182,844490
03.08.21,839,32665
03.08.21,129,153637
03.08.21,18901,4085711
03.08.21,118,103208
03.08.21,123,195165
03.08.21,24832,27831923
03.08.21,19,418064
03.08.21,1366,2152296
03.08.21,138,2267660
03.08.21,96732,169152171
03.08.21,16954,744331
03.08.21,8988,3212974
03.08.21,633,157607
03.08.21,1580,863687
04.08.21,123,66264
04.08.21,99,541637
04.08.21,1519,7042119
04.08.21,13736,7689258
04.08.21,8,31056
04.08.21,302,4289820
04.08.21,592,4799560
04.08.21,996,2173808
04.08.21,2176,7184592
04.08.21,429,1020327
04.08.21,122,1061122
04.08.21,124,286057
04.08.21,47,53233
04.08.21,832,1756703
04.08.21,40537,43769705
04.08.21,11,76965
04.08.21,0,35874
04.08.21,980,22970427
04.08.21,1033,4431213
04.08.21,726,12675388
04.08.21,7084,12700513
04.08.21,9363,2777719
04.08.21,78,82917
04.08.21,598,465901
04.08.21,257,5002699
04.08.21,3659,44874685
04.08.21,927,3309210
04.08.21,336,4312006
04.08.21,1387,2874922
04.08.21,21874,28034427
04.08.21,243,574374
04.08.21,28784,33084365
04.08.21,29000,38874837
04.08.21,4233,178077
04.08.21,17,130488
04.08.21,2855,5262223
04.08.21,5,26845
04.08.21,4399,356096
04.08.21,0,142114
04.08.21,2,2556332
04.08.21,271,1506706
04.08.21,0,341
04.08.21,59,5475471
04.08.21,35867,21965366
04.08.21,42982,108216020
04.08.21,1217,2919693
04.08.21,120,254691
04.08.21,2968,5414202
04.08.21,6590,32759521
04.08.21,,69416
04.08.21,14312,40841144
04.08.21,8171,4048463
04.08.21,1335,670284
04.08.21,696,137643
04.08.21,583,5210115
04.08.21,1776,7546450
04.08.21,1542,881922
04.08.21,1,18981
04.08.21,2556,2584091
04.08.21,535,1274181
04.08.21,97,693316
04.08.21,0,234511
04.08.21,137,280353
04.08.21,20685,26152992
04.08.21,164,409186
04.08.21,82,389610
04.08.21,257,155826
04.08.21,1444,1992642
04.08.21,675,142282
04.08.21,19819,7871167
04.08.21,187,51138
04.08.21,478,1904784
04.08.21,2975,2074786
04.08.21,1,784933
04.08.21,45181,23959510
04.08.21,284451,301655174
04.08.21,79820,226135179
04.08.21,136744,306443715
04.08.21,238268,560226000
04.08.21,221,162807
04.08.21,4468,1859230
04.08.21,196198,194568815
04.08.21,145079,230595819
04.08.21,1947,5449382
04.08.21,68120,91513320
04.08.21,242585,202950446
04.08.21,681540,959616920
04.08.21,1037,710905
04.08.21,2416,5896963
04.08.21,164,17663125
04.08.21,3203,6347852
04.08.21,427,562247
04.08.21,164,1772225
04.08.21,271,4901541
04.08.21,22053,26560058
04.08.21,0,9066328
04.08.21,95,3558079
04.08.21,0,1612170
04.08.21,487,2710267
04.08.21,65,65180
04.08.21,139,849489
04.08.21,1068,38469
04.08.21,20200,4178702
04.08.21,71,80250
04.08.21,183,198702
04.08.21,26822,27834147
04.08.21,21,437270
04.08.21,1520,2215727
04.08.21,141,2278552
04.08.21,102985,169404592
04.08.21,1,9998
04.08.21,7295,778986
04.08.21,668,164924
04.08.21,1091,863687
05.08.21,0,66395
05.08.21,132,545036
05.08.21,1508,7071552
05.08.21,13786,7929526
05.08.21,307,4408805
05.08.21,505,4833261
05.08.21,1196,2197491
05.08.21,1973,7276387
05.08.21,12744,4449689
05.08.21,500,1027377
05.08.21,120,1062237
05.08.21,51,54349
05.08.21,698,1786354
05.08.21,39484,44414256
05.08.21,10,77922
05.08.21,1523,23125079
05.08.21,1025,4447022
05.08.21,1206,12718464
05.08.21,6540,12854659
05.08.21,8399,2798129
05.08.21,575,469776
05.08.21,227,5043179
05.08.21,3457,45309035
05.08.21,1,18981
05.08.21,932,3349119
05.08.21,326,4337509
05.08.21,1267,3037168
05.08.21,51,1808590
05.08.21,21387,28255949
05.08.21,258,576945
05.08.21,26460,33322351
05.08.21,0,30570
05.08.21,0,42363
05.08.21,29873,39047529
05.08.21,3670,182915
05.08.21,33,39143
05.08.21,2787,5293507
05.08.21,16,26924
05.08.21,4068,361464
05.08.21,6,2588113
05.08.21,247,1506924
05.08.21,19,341
05.08.21,72,5480218
05.08.21,35764,22210379
05.08.21,44643,109696545
05.08.21,1492,2945155
05.08.21,4435,5417728
05.08.21,7224,33042459
05.08.21,15317,41555539
05.08.21,8182,4148969
05.08.21,1571,674452
05.08.21,840,149564
05.08.21,591,5402478
05.08.21,0,19845
05.08.21,1704,7674781
05.08.21,1148,898619
05.08.21,17,25061
05.08.21,2,18981
05.08.21,2654,2646042
05.08.21,241,1288826
05.08.21,70,695856
05.08.21,0,234849
05.08.21,12039,10733482
05.08.21,21,19606
05.08.21,21569,26503580
05.08.21,219,416614
05.08.21,78,392100
05.08.21,219,156226
05.08.21,2424,1995035
05.08.21,329,18755
05.08.21,537,158982
05.08.21,20596,8174140
05.08.21,237,51828
05.08.21,560,1953424
05.08.21,3007,2130900
05.08.21,0,797953
05.08.21,47809,24409646
05.08.21,284946,306296547
05.08.21,76775,227762565
05.08.21,135447,308606080
05.08.21,245482,564114695
05.08.21,195,164290
05.08.21,4937,1878057
05.08.21,190928,197576150
05.08.21,150014,231448769
05.08.21,1764,5581387
05.08.21,66546,92990538
05.08.21,245176,205751636
05.08.21,686554,969332967
05.08.21,818,720760
05.08.21,1993,6018465
05.08.21,7992,10705190
05.08.21,176,17735484
05.08.21,2581,6407389
05.08.21,400,629033
05.08.21,181,1802967
05.08.21,244,4913174
05.08.21,22564,26771061
05.08.21,0,9479775
05.08.21,98,3616850
05.08.21,873,1630122
05.08.21,579,2714591
05.08.21,102,66617
05.08.21,139,855783
05.08.21,862,46443
05.08.21,2,9662
05.08.21,20920,4277071
05.08.21,232,203184
05.08.21,24297,27921501
05.08.21,11,456869
05.08.21,1608,2284663
05.08.21,161,2292107
05.08.21,109108,169666086
05.08.21,7310,820023
05.08.21,13646,3327950
05.08.21,664,172838
05.08.21,963,966692
06.08.21,262,66575
06.08.21,0,8965
06.08.21,1520,7091590
06.08.21,13549,8183511
06.08.21,353,4526588
06.08.21,563,4873045
06.08.21,1819,7364443
06.08.21,549,1034184
06.08.21,111,1062841
06.08.21,228,46793
06.08.21,56,55143
06.08.21,25,41059
06.08.21,0,1789734
06.08.21,42671,45086810
06.08.21,12,78676
06.08.21,0,132466
06.08.21,1552,23267702
06.08.21,1167,4464352
06.08.21,1182,12750213
06.08.21,8886,2813690
06.08.21,81,83029
06.08.21,2,48111
06.08.21,167,5086458
06.08.21,3388,45670720
06.08.21,865,3389115
06.08.21,317,4358673
06.08.21,829,3238546
06.08.21,241,580083
06.08.21,25077,33603765
06.08.21,0,31716
06.08.21,31482,39215885
06.08.21,3780,189774
06.08.21,289,341239
06.08.21,2924,5325349
06.08.21,0,16608
06.08.21,9,27558
06.08.21,3998,370575
06.08.21,2,2625945
06.08.21,108,1513106
06.08.21,0,341
06.08.21,39532,22891824
06.08.21,38628,110968049
06.08.21,1781,2953998
06.08.21,105,255322
06.08.21,2904,5419530
06.08.21,6599,33291965
06.08.21,326,132465
06.08.21,7899,4231204
06.08.21,1561,684506
06.08.21,658,162962
06.08.21,588,5597888
06.08.21,1822,7832113
06.08.21,1461,913882
06.08.21,25,25275
06.08.21,6,18981
06.08.21,2794,2679063
06.08.21,777,1301998
06.08.21,80,699244
06.08.21,11358,10870130
06.08.21,241,528833
06.08.21,131,282653
06.08.21,21563,26834257
06.08.21,325,425356
06.08.21,48,394589
06.08.21,279,156827
06.08.21,0,1997497
06.08.21,0,1368
06.08.21,20889,8440089
06.08.21,274,52681
06.08.21,426,1975033
06.08.21,2430,2208055
06.08.21,0,809661
06.08.21,41995,24578464
06.08.21,278758,309900016
06.08.21,74762,229023885
06.08.21,135045,310446065
06.08.21,391367,566653317
06.08.21,271,165190
06.08.21,5289,1879734
06.08.21,181909,200131131
06.08.21,292362,232303562
06.08.21,1759,5710878
06.08.21,68365,94341609
06.08.21,239717,208603983
06.08.21,818344,977280594
06.08.21,0,725789
06.08.21,1496,6147934
06.08.21,2377,6472399
06.08.21,348,678106
06.08.21,218,1813244
06.08.21,230,4924505
06.08.21,22073,27040592
06.08.21,5121,9603258
06.08.21,97,3683710
06.08.21,564,2718119
06.08.21,137,66711
06.08.21,145,861181
06.08.21,980,54183
06.08.21,,21952
06.08.21,21379,4406723
06.08.21,0,211120
06.08.21,23957,28250858
06.08.21,12,492800
06.08.21,1668,2355215
06.08.21,140,2301496
06.08.21,251310,169974121
06.08.21,4315,863323
06.08.21,680,180956
07.08.21,1545,7121013
07.08.21,9803,8401313
07.08.21,0,31298
07.08.21,277,4611321
07.08.21,607,4898943
07.08.21,1289,2241256
07.08.21,0,7403284
07.08.21,8136,4464132
07.08.21,392,1035866
